0610039K22Rik
DNAL4
DNASE1L3
DNMT1
DNMT3A
DOC1
DOC2
Dopey2
DPC4
Dph1
Dpt
DRAM1
DSG2
Dst
Dtx2
Dtx3
DUSP10
Dusp2
DUX4
Dym
DYRK1A
DYRK1B
E2F1
E2f2
E2f3
E2F4
E2F6
EBAG9
Ebf1
EBVS1
ECM1
ECT2
Edg6
Eef1a1
EEF1A2
EGF
EGFL6
EGFR
EGLN1
EGR1
EGR3
EHMT1
EIF1AX
Eif1b
EIF2AK2
EIF3A
EIF3C
EIF3E
EIF3F
EIF3I
EIF3S6
EIF4A2
EIF4E
EIF4EBP1
EIF4G
EIF4G1
Ela1
ELAC2
ELAVL1
Elf4
ELK1
ELK2
ELK2AP
ELK2P1
ELK3
Elk4
ELKS
ELL
Elmo1
ELN
ELOVL5
Eml4
EMP1
EMS1
ENAH
Enc1
ENO1
ENPP2
ENPP7
EP300
EP400
EPB41L3
EPCAM
EPG5
EPHA1
Epha2
EPHA3
EPHA7
EPHB6
EPO
EPOR
EPS15
Eps15l1
EPS8
Eras
ERBA
ERBA1
ERBAL2
ERBB2
ERBB3
ERBB4
ERC1
ERC2
ERCC1
ERCC2
ERCC3
ERCC4
ERCC5
ERCC6
ERCC8
ERG
ERGIC3
ERICH1
ERPL1
ERRFI1
ERVW-1
ESR1
ESR2
ESRRA
ESRRG
ETK1
Ets1
ETS2
ETV1
ETV3
ETV4
ETV5
ETV6
EVI1
EVL
EWSR1
EXOC4
EXT1
EXT2
EYA4
EZH2
FABP3
FACA
FACL6
FAIM
FAM113B
FAM117A
FAM123B
FAM49A
FAM57A
FANCA
FANCC
FANCD2
FANCE
FANCF
FANCG
Fas
FAT1
FAT2
FBLN1
Fbxl10
Fbxl7
FBXO31
FBXO5
Fbxw4
FBXW7
FCC1
FCC2
FCGR2B
FCRL4
FCRL5
FEN1
FES
FEV
FGF1
FGF10
FGF11
FGF12
FGF13
FGF14
FGF2
FGF3
FGF4
FGF5
FGF6
FGF7
FGF8
FGF9
FGFR1
FGFR1OP
FGFR2
FGFR3
FGFR4
FGR
FH
FHIT
FHL2
FIP1L1
FLCN
FLI
Fli1
FLII
FLJ10458
FLJ13479
FLJ27352
FLJ40869
FLNB
FLT1
FLT3
Fmnl3
Fmod
FN1
FNBP1
Fnbp4
FNIP1
Fos
FOSB
FOSL1
FOSL2
FOXA1
Foxc2
FOXE1
Foxg1
FOXG1B
FOXL1
FOXL2
FOXM1
FOXO1
FOXO1A
FOXO3
FOXO3A
FOXO4
FOXP1
FOXP3
FRA16A
FRAT1
FRMD8
FRYL
FSCB
FSCN1
FST
FSTL3
FTC
FUBP1
FUS
FUT8
FVT1
FXYD5
FYN
GAB1
GAB2
Gabpb1
GADD45A
Gadd45g
GADD45GIP1
GAK
GALNS
GALNT5
GAS1
GAS5
GAS6
GAS7
GATA1
GATA2
GATA3
GATA6
GBP1
GCNT3
GCT
GDF10
GDF15
GEN1
Gfi1
GFI1B
GGA1
GGH
Ggta1
GGTA1P
Ghr
GHRF
GHRH
GHRL
Gimap7
GIP
Glb1
GLI
GLI1
GLI2
GLI3
GLI4
GLMN
GLTSCR2
Gm10414
Gm114
Gm14488
Gm16498
Gm3258
Gm466
Gm4759
Gmfb
GML
GMPS
GNA11
Gna12
Gnai2
GNAQ
GNAS
GNB2L1
GOLGA5
GOPC
GPA33
GPC3
Gpc5
GPER
GPHN
GPNMB
Gpr161
GPR68
Gpx1
GRAF
GRB10
GRB2
GRIN2D
GRN
GRO1
GRO2
GRO3
GRP
GRPR
GSDMA
GSK3B
GSN
Gspt1
GSTM1
GSTT1
GTBP
Gtf2a1
GTF2H1
GUCY1A2
H2-T24
H2AFX
H3F3A
HAPLN1
HAS2
HBP1
HCC
HCC2
Hck
HCMOGT-1
HDAC2
HDAC3
HDAC4
Hdac6
HDLBP
HEAB
HEI10
HERPUD1
Hes1
Hexim1
HEY1
HFE
HGF
Hhex
HIC1
HIP1
HIPK2
HIST1H1B
Hist1h1c
HIST1H3B
HIST1H4I
Hivep1
Hivep3
HKR1
HKR3
HLF
HLTF
HLXB9
HMGA1
HMGA2
Hmgb1
Hmgcr
HMPS
HNF1A
HNRNPA2B1
HNRNPA3
HNRNPD
HNRNPK
Hnrpa3
HOOK3
HOX11
HOXA11
HOXA13
HOXA3
Hoxa7
HOXA9
HOXB8
HOXC11
HOXC13
HOXD11
HOXD13
HPC1
HPC2
HPR
Hpse
HPV18I2
HRAS
Hras1
HRPT2
HS1
HSP90AA1
HSP90AA2
HSP90AB1
HSP90B1
HSPA5
HSPA9
Hspa9a
HSPB1
HSPBAP1
HSPCA
HSPCB
HSPD1
HSPG2
HSPH1
HTATIP2
HTRA1
HUS1
HVBS1
HYAL1
HYAL2
Icam1
ICAM5
Id2
Id3
ID4
IDH1
IDH2
IDO1
IDO2
Ier2
IER3
IFI27
Ifi30
Ifi47
Ifnar1
Ifngr2
IFRD2
IG LOCI
IGF1
Igf1r
IGF2
IGF2BP1
IGF2R
IGFALS
IGFBP1
IGFBP10
IGFBP2
IGFBP3
IGFBP5
IGFBP6
IGFBP7
IGH@
Ighg
IGHG1
IGK@
IGL@
IGSF8
IKZF1
IKZF2
IKZF3
Il16
IL17A
Il17rb
IL1B
IL2
IL21R
IL22
IL22RA1
IL23A
IL24
Il2ra
IL2RB
Il2rg
IL3
IL3RA
IL4R
Il5
IL6
Il6st
Il7
IL9
Inadl
ING2
ING3
ING4
INHA
INHBE
INP10
INPP5K
INPPL1
INT1
INT4
INTS6
Iqce
Irak2
Irf1
Irf2bp2
IRF4
IRP
IRTA1
IRTA2
ITGA11
ITGA9
Itgax
ITGB4
Itk
JAG1
JAG2
Jak1
JAK2
JAK3
Jakmip1
JARID1A
JAZF1
JDP2
Jmjd1a
JMJD2C
Jmjd5
JUN
JUNB
JUND
Jundm2
K6IRS3
KAI1
KAT5
KAT6A
KAT6B
KCMF1
KCNH1
Kcnk5
KCNQ5
Kctd2
KDM2B
KDM3A
KDM4C
KDM5A
KDM5C
KDM6A
Kdr
KDSR
KEAP1
KIAA0182
KIAA0427
KIAA0528
KIAA0895L
KIAA0934
KIAA0999
KIAA1147
KIAA1409
KIAA1524
KIAA1549
KIAA1618
KIAA1632
KIF14
KIT
KITLG
Klf3
Klf4
KLF5
KLF6
Klhl10
KLK10
KLK11
KLK2
KLK4
KLK5
KLK6
KLK7
Klrb1f
KLRK1
KPNA5
KRAG
KRAS
KRAS2
KRT26
KRT73
KSR1
KTN1
L1CAM
Lactb
LAF4
Laptm5
LASP1
LATS1
LATS2
LCFS2
LCK
LCO
LCP1
LCX
LDB1
Lef1
Lfng
LGALS3
LGALS3BP
LGI1
LGR6
LHCGR
LHFP
LIFR
LIMD1
LIMK1
Lincr
LMF1
LMO1
LMO2
LMO3
LMO7
Lnpep
LOC157697
LOC209380
LOC283849
LOC729991-MEF2B
LOG12
LOX
LOXL2
LOXL3
LOXL4
LPAR1
LPHN2
LPP
LPSA
LRBA
LRGUK
LRIG1
Lrmp
LRP2
LRP5
LRRC25
LRRFIP1
LTA
Ltb
LTBP3
Ltbr
Ly6e
Lyl1
LYN
LYPD3
M17S2
M1S1
MACF1
MACROD1
MAD
MAD1L1
MAD2L1
MADH2
MADH4
MAF
MAFA
MAFB
MAFG
Mafk
MAGEE1
MAL
MALAT1
MALT1
MAMDC4
MAML2
MANF
MAP2
MAP2K1
MAP2K4
Map2k5
MAP3K1
MAP3K6
MAP3K7
Map3k8
MAP4
Map4k2
MAPK1
MAPK10
MAPK12
MAPK13
MAPK14
MAPK3
MAPK4
MAPK6
MAPK7
MAPK8
MAPK9
MAPKAPK2
MAPRE1
March3
MARK4
Mars
MAS1
MATK
MAX
MBD2
MC2R
MCC
MCF2
Mcl1
MCM2
Mcm5
MCP
MCPH1
MDK
MDM2
MDM4
MDS1
MDS2
Me3
MECOM
MECT1
MED12
MEF2B
MEF2BNB-MEF2B
Mef2c
Mef2d
MEG3
Meis1
MEL
MEN1
MEN2
MERTK
MET
METAP2
METTL21A
MFHAS1
MGC24047
MGC33407
MGCT
MHC2TA
MIB2
Mid1
MIER1
MIF
MINA
Mir106a
MIR10B
MIR125A
MIR125B1
MIR125B2
Mir142
Mir17
MIR21
MIR221
MIR222
Mir29a
MIR7-1
Mirlet7g
MITF
MIXL1
MKL1
MKRN3
MLF1
MLH1
MLL
MLL2
MLL3
MLLT1
MLLT10
MLLT11
MLLT2
MLLT3
MLLT4
MLLT6
MLLT7
MLM
MME
MMP11
Mmp14
MMP2
MMP9
MN1
MNAT1
MNX1
MOS
MPL
MPP1
Mppe1
MRC1
MRE11A
Mrvi1
MSF
MSH2
MSH3
MSH6
MSI2
MSN
MST1
MST1R
MTA1
MTA3
MTCP1
MTCP1NB
MTHFR
MTMR3
MTOR
MTS1
MTUS1
MUC1
MUC13
MUC16
MUC17
MUC2
MUC4
MUC5AC
MUC6
MUTYH
MVP
MXD1
MXI1
Myb
MYBBP1A
MYBL1
MYBL2
MYC
MYCL1
MYCL2
MYCLK1
MYCN
MYD88
MYEOV
MYH1
MYH11
MYH9
MYOD1
MYST3
MYST4
N/D
N4BP3
NAA10
NAB2
NACA
NALP8
Napa
NAT1
NAT2
Nav1
NB
NBEAP1
NBL1
NBN
NBR1
NBS1
NCAPD2
NCB5OR
NCK1
NCKIPSD
NCOA1
Ncoa2
NCOA3
NCOA4
NCOA6
NCOR1
Ncor2
NDRG1
NDRG2
NEGF2
NEIL1
NEP
NET1
NEU3
NEURL3
NF1
NF2
Nfat5
Nfatc1
NFATC2
Nfatc3
NFE2L2
NFIB
Nfic
Nfix
NFKB1
NFKB2
Nfkbia
Nfkbie
NGFR
NIN
Nipbl
NKAIN2
NKX2-1
NKX2-2
NKX2-5
NKX3-1
NKX3A
NLE1
NLRC4
NLRP2
NLRP8
NME3
NMT1
NM_026008
NNMT
NOD1
NOL3
NONO
Notch1
Notch2
NOTCH3
NOTCH4
NOV
NPM1
NPY
NPY1R
NQO1
NR2F1
NR2F6
NR3C2
NR4A3
NRAS
NRCAM
NRF1
NRIP1
Nrxn2
NSD1
NTRK1
NTRK2
NTRK3
NUDT6
NUMA1
NUP133
NUP214
NUP98
NUT
NUTM1
NUTM2B
OBSCN
OGR1
OLFM4
OLIG2
OMD
OPCML
ORAI2
ORAOV1
Osbpl3
OTOF
OTX2
OVC
P2RX7
P2RY14
P2RY8
P53
PAC1
PACSIN2
PACT
Padi2
PAEP
PAF1
PAFAH1B2
PAK1
PALB2
PAP
Pappa2
PARVB
PAWR
PAX2
PAX3
PAX5
PAX6
PAX7
PAX8
PAX9
Pbld2
PBRM1
PBX1
PBX2
PBX3
PCAP
PCDHB15
PCDHB7
Pcgf4
PCM1
PCNA
PCSK7
PCTK1
PCTK3
PD-ECGF
PDCD1LG2
PDCD4
PDCD6
Pdcd8
PDE11A
Pde4a
PDE4D
PDE4DIP
PDGFA
PDGFB
PDGFRA
PDGFRB
PDGFRL
PDS5B
PDX1
Pdxk
PE1
PEAR1
PEBP1
Pecam1
PEG10
PEG3
PER1
PFC
Pfn1
PGF
PGY1
PGY3
PHACS
PHAP1
PHB
Phf20
Phf6
PHIP
PHLPP1
PHLPP2
PHOX2B
PI
PI5
PIAS3
PICALM
Pick1
Pigr
PIK3CA
PIK3CD
PIK3R1
Pik3r2
PIK3R5
PIM
PIM1
Pim2
Pim3
Pitx1
PJI
PJS
PKDREJ
PKHD1
Pkig
PKM2
PKNOX1
PLA2G2A
PLA2G4A
PLAG1
PLAGL1
Plagl2
PLAUR
PLCB1
PLCB2
PLCD1
PLCE
PLCH2
Plcl1
Plcl4
PLD1
Plek2
Plekha2
PLEKHA8
Plekhb1
Plekhg2
PLK1
PLK1S1
PLXNB1
PMEL
PMEPA1
PML
PMS1
PMS2
PMX1
Pnma1
PNUTL1
POLH
POU2AF1
Pou2f2
POU4F1
POU5F1
POU6F2
Ppap2b
PPARD
PPARG
Ppfibp1
PPM1D
PPM1E
PPP1A
PPP1CA
Ppp1cc
PPP1R13L
Ppp1r14b
Ppp1r16b
Ppp1r1a
PPP1R1B
PPP2R1A
PPP2R4
Pptc7
PRCA1
PRCC
Prdm1
PRDM16
PRDM2
PRDX1
PREX1
PRF1
PRG4
Prkab1
PRKAR1A
PRKCD
PRKCDBP
PRKD1
PRLR
PRO1073
PROS1
PRPF4B
PRPS1
Prrx1
PRRX2
PRSS9
PRSSL1
PSAP
PSCA
PSEN2
PSIP1
PSIP2
Psma5
Psmd2
Ptbp1
PTC1
PTCH
PTCH1
Ptch2
Ptcra
PTEN
PTGIS
PTGR2
PTGS2
PTH
PTHLH
PTK7
Ptma
PTN
Ptp4a3
PTPN11
PTPN13
PTPN14
PTPN21
Ptpn6
PTPN7
PTPRD
Ptpre
PTPRG
PTPRH
PTPRJ
PTPRK
Ptprt
PTPRU
PTTG1
Pttg1ip
PUS10
PVRL4
Pvt1
Pxn
PYY
RAB1A
Rab5c
RAB5EP
RAB8A
RABEP1
Rabgap1l
Rabggtb
RAC2
RAC3
RAD23A
RAD23B
RAD51B
RAD51D
Rad51l1
RAD52
RAD9A
RAF1
Rai17
RALA
RALB
RALGDS
Ralgps2
Ramp1
RAN
RANBP17
RANBP2
RAP1A
RAP1B
RAP1GA1
RAP1GAP
RAP1GDS1
RAP2A
RAP2B
RAPGEF1
RAPH1
RARA
RARB
Rarg
RARRES1
RASA1
Rasa3
RASAL2
RASGRF1
RASGRF2
Rasgrp1
Rasgrp2
RASL11B
RASSF1
RASSF2
RASSF6
RB1
RB1CC1
RBBP1
RBBP2
RBBP5
RBBP6
RBBP7
RBBP8
Rbl1
RBL2
RBM15
Rbm34
RBM39
RBM5
RBTN1
RBTN3
RBX1
RCA1
RCC2
RCC3
RCCPX
RCHY1
RECQL
RECQL4
RECQL5
REG3A
REG4
REL
RELA
RELB
REPS2
Rere
REST
RET
RFX2
Rfx5
Rg9mtd2
RGL1
Rgs1
Rgs19
RGS2
Rgs3
Rhbg
Rhcg
RHOA
RHOB
RHOBTB1
RHOBTB2
RHOC
Rhof
RHOG
RHOH
RIZ
RLF
RLN2
RMI2
RMND5B
RMRP
Rnase10
RNASET2
RNF139
Rnf157
RNF213
RNF216
RNF220
RNF43
RNF7
Rnpc2
RNU3IP2
ROBO1
ROR2
Rorc
ROS1
RP23-136K12.4
RPA2
RPL10
RPL22
RPL26
RPN1
Rps6ka1
RRAS
Rras2
Rreb1
RRM1
RRP9
RSF1
RSPH1
RSPO1
Rspo2
RSPO3
RTN4
Rtn4ip1
RUNDC2A
RUNX1
RUNX1T1
Runx2
Runx3
RUNXBP2
RUVBL1
RUVBL2
S100A10
S100A13
S100a14
S100A7
S100A8
S100A9
S100B
S100P
S1PR4
Sag
SAI1
SARNP
Satb1
SAV1
Sbds
SBNO1
SCAF1
Scamp4
Scarb1
SCCA1
SCCA2
SCCL
SCF
SCLC1
Sclt1
SCN3B
SCNN1B
SCYA7
Scyl1
SDBCAG84
SDC1
Sdc3
SDC4
Sdccag8
SDH5
SDHAF2
SDHB
SDHC
SDHD
SEA
SEC8L1
SEL1L
SELE
SEMA3B
SEMA3F
Sema4b
SEMA4D
SEMA5B
SEPT2
SEPT5
SEPT6
SEPT9
Serinc3
SERPINA1
SERPINB1
SERPINB3
SERPINB4
SERPINB5
SET
SETBP1
SETD2
SF3B1
SFMBT2
Sfpi1
SFPQ
SFRP4
Sfrs3
SFRS6
SGMS1
SH2B2
Sh3bgrl2
SH3BP2
SH3GL1
SH3GL2
SHBG
SHC1
SHC4
SHH
SIAH2
SIK3
SIL
SIPA1
SIRT1
SIX1
SIX4
SKI
SKIL
SKMc15
SKP1
SKP1B
SKP1P2
SKP2
Slamf6
SLC16A1
Slc16a3
Slc19a1
SLC22A18
SLC22A23
Slc26a11
Slc27a1
SLC29A1
Slc30a5
SLC34A2
Slc38a1
Slc38a2
SLC39A6
Slc43a1
SLC44A4
SLC45A3
SLC4A1
SLC5A5
SLC5A8
SLC6A3
SLC9A2
SLC9A3R1
Slc9a9
SMAD2
SMAD3
SMAD4
SMAP1
SMARCA4
SMARCB1
Smg6
SMO
Smyd3
Snai1
SNAI2
Snapc3
SNCG
SNX29
Snx5
SOCS1
SOCS2
SORBS2
SORL1
Sox10
SOX11
SOX2
Sox3
Sox4
Sox5
Sox8
SOX9
SP110
SP140
SPA17
SPAM1
SPECC1
SPI1
SPINK7
SPINT1
SPOP
SPP1
SPPL2B
SPPL3
SPTAN1
SRC
SRGAP3
SRI
Srpk2
SRSF2
SRSF3
SRSF6
SS18
SS18L1
SSBP3
Ssbp4
SSH3BP1
SSPN
SSTR2
SSX1 
SSX2
SSX4
St13
ST3
ST5
St6gal1
ST6GALNAC1
ST8
Stag1
STAG2
STARD13
STARD3
STARD8
STAT3
Stat5a
Stat5b
STAT6
STEAP1
STEAP2
STIL
STK11
Stk38l
STK4
STL
STOML2
STRN
STX4
SUFU
SULF2
Supt4h2
Susd3
SUZ12
Swap70
Syde1
SYK
SYNE1
SYNE2
SYNPO2
TAB3
TAC1
TACC1
TACC3
TACSTD2
TAF15
TAGLN
TAL1
TAL2
TAP1
Tap2
TBX2
Tbx21
TBX22
TCBA1
TCEA1
TCF1
TCF12
TCF3
TCF7L2
Tcfe2a
Tcfeb
Tcirg1
TCL1
TCL1A
TCL1B
TCL6
TCR LOCI
TCRA
TCTA
TDGF1
TDGF1P3
TDGF2
TEC
TECTA
TEK
TERT
TET1
TET2
TFAP2A
TFAP4
TFCOUP1
TFE3
TFEB
TFF1
TFF2
TFF3
TFG
TFPT
TFRC
TGFA
TGFB1
TGFB2
TGFB3
TGFBI
TGFBR1
TGFBR2
TGFBR3
TGFBRE
Th1l
Thada
THBS1
THBS2
THBS3
THOC5
THPO
THRA
THRAP3
THRSP
THY1
Tiam1
TIE1
TIF1
TIMP
TIMP1
TIMP2
TIMP3
TJP2
TK1
TLCD2
TLX1
TLX3
TM4SF1
Tmem104
Tmem23
Tmem74
Tmem86a
Tmepai
TMPRSS2
TMPRSS3
TMPRSS4
TMPRSS6
TMSB10
TNC
TNF
TNFA
TNFAIP1
TNFAIP3
TNFR1
TNFR2
Tnfrsf11a
TNFRSF11B
Tnfrsf13b
Tnfrsf14
TNFRSF17
Tnfrsf1a
TNFRSF1B
TNFRSF6
TNFRSF6B
Tnfrsf8
TNFSF10
TNFSF13B
TNFSF15
TNFSF18
Tnn
Tnr
Tob2
TOC
TOP1
TOP2A
TOP2B
TOPORS
TP53
TP53BP2
TP53INP1
TP53RK
TP73
TPD52
Tpk1
TPM3
TPM4
TPR
Tra1
TRA@
Traf1
TRAF3
TRAF4
TRAF7
TRAP1
TRB@
TRD@
TRG@
Trhr
TRIAP1
TRIM24
TRIM27
TRIM33
TRIM37
Trim62
TRIO
TRIP11
TRK
Trp53
Trp53rk
TRPM1
TRPV1
TRPV6
TSC1
TSC2
TSG101
Tsga2
TSHR
TSPAN1
TSPAN8
TTC39B
TTL
TTLL3
TWIST1
TXN
TYMP
TYRO3
TYS
U2AF1
UBA7
UBE1L
UBE2
UBE2C
Ube2d2
UBE3A
Ubl3
Ubl7
Uchl5
UHRF2
UNQ1887
UQCRC2
USF1
USP15
Usp24
Usp3
USP32
Usp38
Usp39
USP4
USP6
USP7
UTP3
V2r1b
Vac14
Vamp8
VAV1
VAV2
VAV3
VCAN
VCL
VEGF
VEGFA
VEPH1
VGF
VHL
VIS1
Vmn2r26
VRK1
VTCN1
VTI1A
WAS
WASF2
WDR11
WDR77
Wdr82
WFDC1
WHSC1
WHSC1L1
WIF1
WISP2
WISP3
WNK2
WNT1
WNT10B
WNT2
WNT3
WNT3A
WNT5A
Wnt6
WRAP53
WRN
WT1
WT3
WTX
WWOX
WWP1
XAF1
XDH
XIRP1
XP1
XPA
XPC
XRCC3
XRCC6
XXYLT1
YAP1
YBX1
YES1
YUASA
YWHAE
Zadh1
ZBTB16
ZBTB33
ZBTB48
Zc3h8
ZCSL3
Zdhhc14
Zdhhc18
Zdhhc3
Zdhhc7
ZEB2
Zfhx1b
ZFHX3
Zfp217
Zfp239
Zfp281
Zfp36
ZFP36L1
Zfp36l2
Zfp423
Zfp521
Zfp608
ZFP64
Zfp873
Zfpn1a1
Zfpn1a3
ZFYVE26
ZMIZ1
ZMYM2
ZMYND8
ZNF145
ZNF146
ZNF198
ZNF217
ZNF239
ZNF278
ZNF281
ZNF318
ZNF331
ZNF35
ZNF384
ZNF423
ZNF442
ZNF521
ZNF569
ZNF608
ZNF668
ZNF9
ZNFN1A1
ZSCAN22
